User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR00780,21,Female,Student,In a Relationship,Instagram,0.6,2,3,Yes,5-30 min,55,6.6,3.2,2.9,4.0,No,Yes,4.7,2.9,3.1,5.1,2.5,6.3,4.3,7.3,0.0,3.1,7.6,Moderate
USR00781,38,Male,Working Professional,In a Relationship,YouTube,0.5,4,5,No,5-30 min,5,6.6,5.7,4.2,9.9,Yes,No,3.3,6.6,1.4,6.8,6.2,7.6,5.9,4.4,3.4,4.6,8.0,Low
USR00782,19,Male,Working Professional,Married,Twitter/X,7.0,1,5,No,5-30 min,80,5.9,4.9,4.9,9.4,Yes,No,4.4,,6.1,6.9,5.4,6.5,8.4,0.3,0.3,1.6,6.1,High
USR00783,42,Female,Freelancer,In a Relationship,YouTube,2.4,6,4,Yes,Within 5 min,84,6.8,4.2,7.5,7.3,No,Yes,5.1,2.7,,3.7,5.4,7.8,5.4,7.1,2.4,1.5,4.5,Severe
USR00784,23,Female,Freelancer,Single,Instagram,9.3,3,5,No,Within 5 min,37,5.1,7.2,4.3,6.6,Yes,No,6.7,4.4,,7.8,5.6,5.2,5.4,8.5,3.3,4.2,6.7,High
USR00785,41,Male,Working Professional,Single,TikTok,5.3,8,3,Yes,5-30 min,5,6.1,7.8,5.2,6.5,No,Yes,1.7,1.8,2.5,5.3,4.4,7.8,2.5,8.7,4.0,,5.6,Severe
USR00786,29,,Working Professional,In a Relationship,Instagram,,2,2,No,Within 5 min,69,4.1,,6.3,7.1,No,No,3.0,2.9,5.0,5.3,8.6,5.5,3.8,5.7,1.1,1.7,6.8,Moderate
USR00787,38,Non-binary,Unemployed,In a Relationship,,6.5,4,6,No,5-30 min,32,4.7,4.9,6.0,4.6,No,Yes,3.4,3.6,3.6,1.1,7.4,7.9,5.4,4.9,2.9,3.6,7.5,Low
USR00788,24,Male,Working Professional,Married,TikTok,6.7,3,4,Yes,Within 5 min,73,6.4,8.4,5.9,4.3,Yes,No,1.1,3.1,7.8,,9.7,4.7,5.8,5.3,4.5,2.7,5.1,Severe
USR00789,37,Female,Working Professional,Married,Instagram,0.8,2,7,Yes,After 30 min,62,2.8,3.9,5.4,6.9,Yes,Yes,3.7,3.3,2.6,5.2,2.8,3.7,6.2,,1.1,4.2,6.7,Moderate
USR00790,34,Male,Working Professional,Married,Facebook,3.9,4,7,Yes,Within 5 min,27,4.5,3.4,4.0,3.9,Yes,No,8.1,4.2,2.1,6.4,3.4,8.5,7.7,6.2,2.1,4.7,7.2,Moderate
USR00791,41,Male,Student,In a Relationship,Snapchat,7.4,1,4,No,After 30 min,113,5.1,7.2,6.7,2.1,Yes,No,6.0,4.1,6.0,3.0,4.8,5.5,2.7,6.6,1.2,3.6,7.1,Moderate
USR00792,42,Male,Student,Single,TikTok,1.2,2,2,,After 30 min,55,10.0,7.8,4.3,1.6,Yes,No,4.5,5.1,4.4,6.8,4.2,5.9,8.8,5.4,4.2,2.7,7.6,Low
USR00793,40,Male,Student,In a Relationship,Snapchat,5.4,1,5,No,5-30 min,41,2.7,4.4,3.6,2.8,Yes,Yes,6.6,4.1,1.1,3.9,6.3,8.7,8.1,6.9,5.5,2.6,7.2,Low
USR00794,17,Male,Student,,TikTok,5.2,2,2,Yes,Within 5 min,51,2.6,3.8,4.0,5.9,No,No,4.8,0.5,2.7,5.3,5.2,9.4,1.0,6.5,2.2,1.5,7.3,Moderate
USR00795,36,Female,Student,Married,Instagram,8.7,2,5,Yes,5-30 min,51,4.2,,3.9,8.0,Yes,Yes,8.0,0.7,1.5,3.5,3.8,5.7,5.2,3.7,5.5,2.0,5.2,Severe
USR00796,27,Female,Working Professional,In a Relationship,Facebook,7.3,3,5,Yes,Within 5 min,35,2.8,6.0,8.1,4.6,Yes,No,1.9,7.8,7.2,3.3,7.4,10.0,,5.6,3.4,4.7,6.4,Moderate
USR00797,35,Male,Working Professional,Married,TikTok,3.6,1,5,Yes,Within 5 min,104,5.0,4.9,7.4,3.2,No,No,,2.2,6.0,7.0,7.5,7.1,4.2,6.8,1.6,2.4,6.9,Moderate
USR00798,25,Female,Working Professional,Married,Twitter/X,1.4,2,3,,5-30 min,66,6.2,6.7,,5.4,No,,5.2,6.5,3.8,5.6,3.8,5.9,5.5,10.0,4.6,6.0,7.1,Low
USR00799,32,Non-binary,Working Professional,In a Relationship,YouTube,3.7,6,2,No,After 30 min,68,,8.5,6.9,4.8,Yes,Yes,10.0,8.6,3.7,6.3,4.0,5.7,6.4,3.7,3.5,0.0,6.2,High
USR00800,16,Female,Working Professional,Married,Twitter/X,4.7,4,3,Yes,5-30 min,28,4.0,2.5,3.9,6.2,Yes,Yes,3.2,2.0,3.8,6.4,1.2,4.1,8.6,4.1,3.2,2.6,6.1,Moderate
USR00801,20,Male,,In a Relationship,Twitter/X,4.4,3,4,Yes,Within 5 min,114,7.4,8.3,3.6,8.1,No,Yes,10.0,3.3,1.7,5.6,8.2,7.7,5.7,5.7,0.2,2.8,4.9,Severe
USR00802,27,Female,Working Professional,In a Relationship,YouTube,3.5,5,5,Yes,Within 5 min,99,6.1,7.5,8.2,5.6,Yes,No,7.6,3.2,4.4,4.4,5.7,7.6,4.5,4.5,3.0,2.3,5.1,Severe
USR00803,32,Male,Working Professional,Single,YouTube,2.4,4,4,Yes,5-30 min,107,,,,6.1,Yes,No,9.1,4.1,7.5,8.1,7.9,5.7,5.7,,3.8,3.1,5.9,High
USR00804,33,Non-binary,Freelancer,Single,Instagram,,2,6,Yes,Within 5 min,60,6.5,7.4,3.9,4.2,No,No,6.2,3.0,4.2,3.6,8.1,6.2,5.4,3.2,4.6,1.8,6.4,Moderate
USR00805,28,Male,Student,Single,Instagram,3.6,5,7,Yes,5-30 min,40,6.0,6.4,10.0,6.0,,Yes,7.0,4.9,7.2,4.9,,9.0,1.0,5.1,0.0,0.0,3.2,Severe
USR00806,32,Male,Freelancer,Married,TikTok,2.9,2,7,Yes,Within 5 min,106,7.8,5.1,7.4,0.0,No,Yes,7.7,3.8,1.5,6.5,6.2,5.2,5.2,6.0,3.3,2.1,4.9,Severe
USR00807,38,Male,Student,Single,Snapchat,4.9,3,5,Yes,Within 5 min,121,5.9,5.9,5.4,5.1,No,No,3.9,4.8,3.8,5.7,6.9,5.1,5.3,4.1,0.1,6.2,5.6,High
USR00808,29,Male,Student,Single,Instagram,4.8,4,5,No,After 30 min,115,6.6,4.6,6.9,10.0,Yes,Yes,7.3,7.6,7.2,5.7,2.1,8.0,2.8,2.6,3.2,4.3,5.2,Severe
USR00809,32,Male,Freelancer,In a Relationship,Instagram,4.4,5,4,Yes,5-30 min,43,5.5,7.3,4.7,6.2,Yes,No,5.7,2.8,2.2,5.4,8.1,6.7,3.7,5.8,1.6,1.1,5.9,High
USR00810,17,Non-binary,Student,In a Relationship,Snapchat,7.1,2,2,No,After 30 min,81,4.5,4.2,5.3,5.5,Yes,No,5.8,5.2,4.7,5.2,4.7,9.1,7.0,6.0,5.9,5.6,8.5,Low
USR00811,23,Female,Freelancer,Single,Instagram,2.3,2,2,No,After 30 min,131,6.0,4.3,6.0,7.9,No,Yes,6.1,3.0,3.2,2.7,4.5,5.8,3.8,7.2,3.1,2.4,6.2,High
USR00812,37,,Student,Single,YouTube,5.0,1,3,No,After 30 min,97,3.7,6.2,3.0,2.8,Yes,Yes,4.1,5.4,4.2,4.6,4.8,5.7,2.9,6.6,0.0,3.7,8.3,Low
USR00813,28,Non-binary,Student,Single,Instagram,6.7,1,2,No,Within 5 min,66,1.9,7.8,8.2,4.0,Yes,No,7.1,7.4,2.5,3.4,5.0,3.0,4.8,5.1,2.2,4.3,5.1,High
USR00814,30,Female,,Single,Instagram,3.5,1,3,Yes,5-30 min,110,4.1,4.3,0.8,4.6,No,Yes,3.0,9.1,5.3,2.2,5.9,4.7,4.3,5.9,3.5,1.1,7.3,Low
USR00815,20,Female,Working Professional,Single,Facebook,4.8,5,5,Yes,Within 5 min,66,7.1,3.4,3.9,2.0,Yes,,5.8,6.4,5.7,4.4,4.2,8.6,2.5,5.2,3.5,0.0,5.6,High
USR00816,37,Male,Student,Single,Instagram,5.9,3,4,Yes,5-30 min,81,8.3,6.6,3.0,4.9,Yes,No,4.1,5.8,2.7,6.1,4.6,7.2,5.3,5.1,1.7,0.9,5.5,High
USR00817,23,,Unemployed,In a Relationship,Facebook,5.6,2,6,No,After 30 min,86,3.3,4.8,1.6,6.5,Yes,No,4.4,0.3,4.3,3.9,5.0,8.2,6.7,6.4,5.4,3.7,8.1,Low
USR00818,34,Female,Student,In a Relationship,Twitter/X,4.5,5,8,Yes,5-30 min,75,,5.9,1.5,6.7,No,Yes,,8.8,8.2,5.8,10.0,7.6,4.4,5.7,5.8,5.7,6.2,Moderate
USR00819,33,Female,Working Professional,In a Relationship,TikTok,1.8,1,2,No,5-30 min,44,7.8,5.8,8.4,4.3,No,Yes,4.5,5.1,3.6,8.4,5.4,3.0,4.0,6.1,0.0,3.9,6.5,Moderate
USR00820,16,Male,Unemployed,Married,Instagram,2.5,2,4,No,Within 5 min,34,,2.4,6.3,1.7,Yes,Yes,5.8,5.4,4.6,4.3,2.6,5.8,4.1,5.4,2.4,2.9,7.9,Moderate
USR00821,28,Female,Freelancer,In a Relationship,Instagram,4.5,2,4,Yes,5-30 min,57,3.2,6.6,4.9,6.8,Yes,No,6.9,7.9,4.8,5.7,3.6,8.2,3.0,,1.6,,6.9,Moderate
USR00822,36,Male,Working Professional,Single,TikTok,3.8,3,5,,Within 5 min,26,6.0,2.8,2.2,5.4,Yes,No,3.6,5.6,8.6,5.2,2.9,6.5,7.4,6.5,3.1,3.5,7.1,Moderate
USR00823,15,Male,Unemployed,,TikTok,3.8,5,4,No,5-30 min,47,7.6,3.7,4.5,7.3,Yes,No,3.1,,4.6,5.7,5.8,7.7,0.4,5.4,5.0,3.7,7.7,Low
USR00824,35,Female,Working Professional,Single,TikTok,3.3,4,3,,Within 5 min,61,6.9,8.0,8.5,3.7,No,Yes,3.8,2.7,6.2,2.2,10.0,7.7,0.0,7.6,2.7,1.3,5.8,Severe
USR00825,34,Non-binary,Student,In a Relationship,,0.7,4,4,No,5-30 min,66,5.9,7.6,3.9,3.8,No,Yes,3.3,4.2,5.5,6.0,6.0,7.9,3.1,5.2,2.5,2.0,6.8,Low
USR00826,22,Non-binary,Unemployed,Single,,5.8,2,4,,Within 5 min,55,7.0,3.2,4.1,7.6,No,Yes,6.8,8.8,6.7,8.2,5.8,5.8,2.6,9.8,2.9,4.9,6.0,High
USR00827,19,Female,Working Professional,In a Relationship,Instagram,2.2,3,5,No,5-30 min,5,7.4,5.4,6.5,7.9,No,Yes,,5.9,2.4,4.6,2.9,8.5,4.2,5.4,2.3,3.4,5.2,High
USR00828,44,Male,Student,Married,TikTok,7.9,7,1,No,Within 5 min,91,4.0,7.3,6.3,2.4,No,Yes,2.3,2.3,5.4,2.1,7.8,5.7,3.3,7.7,3.5,5.3,6.0,High
USR00829,27,Male,Working Professional,Single,Facebook,10.5,4,3,Yes,5-30 min,87,4.1,6.4,3.0,3.2,No,Yes,4.3,4.5,2.0,6.1,5.3,8.5,4.0,4.9,5.1,0.0,5.1,Severe
USR00830,19,Female,Student,Married,Instagram,6.2,6,6,No,After 30 min,116,5.6,6.8,1.1,5.3,Yes,No,2.0,5.7,0.3,9.0,0.3,4.9,4.6,3.6,4.7,,8.0,Low
USR00831,15,Non-binary,Working Professional,Single,Snapchat,5.5,2,4,No,5-30 min,81,2.9,4.3,4.8,7.3,No,Yes,5.3,2.4,4.5,3.6,6.7,5.5,7.0,7.7,2.3,6.8,6.7,Moderate
USR00832,20,Male,Working Professional,In a Relationship,Facebook,3.1,1,5,Yes,5-30 min,96,8.9,3.5,7.4,7.1,Yes,No,6.9,0.0,1.9,6.5,,6.5,5.7,3.4,3.6,1.6,6.7,Moderate
USR00833,17,Female,Student,Single,Twitter/X,,4,5,Yes,Within 5 min,155,5.8,8.4,5.5,4.1,Yes,No,1.9,8.2,8.2,5.5,6.3,6.6,3.9,8.5,6.0,1.5,6.4,Moderate
USR00834,30,Female,Working Professional,In a Relationship,TikTok,3.6,5,5,Yes,After 30 min,65,5.2,2.7,2.2,3.5,No,Yes,4.3,7.0,4.0,6.4,4.1,6.2,4.0,8.2,3.9,4.8,7.5,Low
USR00835,36,Male,Student,Single,YouTube,6.7,3,6,No,After 30 min,102,2.4,1.6,2.4,6.2,Yes,Yes,0.2,8.5,6.8,4.6,3.0,9.4,5.9,7.9,0.0,3.6,8.5,Low
USR00836,37,Non-binary,Freelancer,Married,TikTok,4.6,3,3,No,Within 5 min,86,7.0,6.3,1.5,9.9,Yes,No,6.3,6.8,4.1,5.0,6.0,8.6,1.9,6.9,1.7,3.7,7.1,Moderate
USR00837,24,Female,Student,In a Relationship,TikTok,1.0,5,4,No,5-30 min,22,4.3,5.8,3.1,7.9,No,Yes,7.8,9.1,6.9,3.5,2.3,6.6,2.3,4.5,3.3,1.6,6.4,High
USR00838,37,Female,Working Professional,In a Relationship,TikTok,6.2,8,3,No,5-30 min,89,6.7,6.0,4.7,3.4,No,,7.9,4.3,10.0,8.2,3.6,8.1,5.3,7.5,4.9,6.3,5.3,High
USR00839,38,Female,Working Professional,In a Relationship,,3.4,2,8,No,Within 5 min,44,3.5,5.3,5.3,8.4,No,Yes,9.8,5.1,4.6,5.8,4.1,4.4,2.2,5.0,2.5,,6.2,High
USR00840,36,Female,Working Professional,In a Relationship,Instagram,6.3,4,4,Yes,5-30 min,15,0.7,4.7,5.2,5.3,Yes,No,4.1,3.3,5.9,,1.1,9.7,4.8,8.0,0.0,0.0,7.0,Moderate
USR00841,38,Female,Student,Single,Instagram,4.5,1,6,Yes,Within 5 min,8,5.0,3.4,7.3,3.6,Yes,Yes,7.1,5.1,3.7,5.2,7.1,7.3,3.6,3.4,4.1,4.5,4.8,High
USR00842,26,Female,Student,Single,Instagram,2.8,2,3,No,Within 5 min,81,7.2,8.1,6.1,4.7,Yes,No,7.1,3.5,2.1,4.0,1.0,6.3,6.0,7.0,1.0,1.2,5.5,High
USR00843,35,Male,Student,Married,Facebook,3.5,5,7,Yes,5-30 min,5,2.0,4.6,2.5,6.5,Yes,Yes,2.4,6.0,7.2,7.1,10.0,6.5,4.7,3.1,3.6,2.5,7.6,Low
USR00844,25,Male,Student,In a Relationship,Twitter/X,6.1,2,6,No,5-30 min,71,4.0,4.2,9.0,7.6,Yes,No,5.8,4.8,2.4,8.3,4.9,8.0,6.2,6.1,3.5,5.4,7.3,Low
USR00845,23,Non-binary,Freelancer,In a Relationship,Snapchat,3.3,1,3,No,Within 5 min,118,6.4,5.1,6.6,0.9,Yes,No,4.3,7.8,4.7,6.0,5.7,4.0,4.5,4.5,2.3,,6.8,Moderate
USR00846,26,,Student,In a Relationship,Instagram,7.4,1,6,No,Within 5 min,37,4.8,3.9,1.9,4.4,Yes,No,,3.4,3.2,4.5,3.4,,6.1,6.0,4.8,1.0,8.0,Low
USR00847,38,Male,Working Professional,Married,YouTube,2.8,4,3,Yes,After 30 min,79,9.5,4.1,,4.5,No,Yes,1.3,3.6,6.7,4.5,5.4,3.9,6.1,6.9,1.8,4.7,6.8,Moderate
USR00848,22,Male,Student,Single,TikTok,7.6,3,8,No,5-30 min,53,7.5,2.1,10.0,3.6,Yes,Yes,4.2,,6.8,5.9,5.1,8.5,7.7,8.1,3.8,1.7,5.6,Severe
USR00849,39,Male,Student,Married,TikTok,1.6,4,5,No,5-30 min,91,6.1,6.6,4.0,4.6,Yes,No,5.6,4.8,3.7,5.7,7.2,6.5,3.8,5.1,3.8,4.4,8.3,Low
USR00850,18,Female,Working Professional,Married,,2.2,1,4,Yes,After 30 min,52,2.3,7.7,7.5,9.0,Yes,Yes,2.9,5.9,0.1,5.0,9.9,5.4,0.6,4.8,2.8,6.2,6.7,Low
USR00851,30,Male,Unemployed,Single,,,2,2,Yes,Within 5 min,119,6.0,3.4,4.2,1.2,Yes,No,3.5,7.0,5.7,3.7,3.0,5.3,9.9,4.4,1.5,0.0,4.6,Severe
USR00852,34,Male,Working Professional,Single,Facebook,7.7,4,6,,Within 5 min,97,4.5,,3.6,4.6,No,No,4.4,3.1,5.6,6.5,5.7,5.9,6.8,5.5,3.4,0.9,4.6,Severe
USR00853,22,Female,Student,Married,Instagram,3.9,1,3,No,Within 5 min,87,,6.6,5.4,4.0,Yes,Yes,5.0,3.9,5.8,,5.1,9.7,6.3,5.3,1.9,5.2,6.2,Moderate
USR00854,31,Male,Working Professional,Single,Twitter/X,6.2,2,2,No,Within 5 min,37,9.2,6.2,5.9,6.9,No,Yes,10.0,5.6,4.1,3.7,7.1,7.2,5.2,5.8,6.2,0.4,4.3,Severe
USR00855,31,Female,Student,Single,,2.5,6,5,Yes,Within 5 min,5,3.1,6.1,8.9,4.8,Yes,Yes,8.1,2.4,4.5,6.8,5.2,6.3,3.0,5.3,1.6,4.1,5.7,High
USR00856,21,Female,,Single,YouTube,2.3,1,4,Yes,5-30 min,110,6.7,3.3,5.1,7.1,No,No,4.3,1.2,8.6,5.7,3.8,5.4,5.6,5.0,3.2,6.8,6.1,Moderate
USR00857,22,Male,Student,Single,TikTok,4.5,3,4,No,Within 5 min,51,5.2,3.7,5.4,3.3,No,No,,6.9,3.4,7.2,4.2,7.3,1.4,2.1,0.4,4.3,7.3,Low
USR00858,28,,Freelancer,Single,Twitter/X,9.1,3,5,Yes,5-30 min,63,3.9,8.7,10.0,9.0,Yes,Yes,0.0,4.9,4.1,4.1,4.8,6.1,3.6,6.3,3.2,6.5,5.1,Severe
USR00859,31,,Student,Single,Instagram,3.9,1,6,Yes,Within 5 min,53,6.6,7.2,,9.0,Yes,Yes,8.4,5.4,0.9,7.6,3.3,4.7,4.4,7.5,4.5,4.7,3.7,Severe
USR00860,43,Female,Student,In a Relationship,Facebook,1.0,3,3,No,After 30 min,54,6.4,7.1,2.4,5.5,No,Yes,6.2,1.4,6.2,4.6,,7.3,7.0,8.4,2.0,5.8,7.3,Low
USR00861,17,Male,Working Professional,Married,YouTube,0.5,8,3,No,After 30 min,13,6.5,2.4,4.4,7.8,No,Yes,5.8,4.6,7.5,8.2,5.9,7.4,4.7,4.3,3.5,1.6,7.7,Low
USR00862,22,Non-binary,Student,Married,Twitter/X,4.3,3,2,No,Within 5 min,56,6.9,2.5,4.9,7.0,Yes,Yes,5.1,1.3,4.3,8.1,7.7,8.7,6.3,9.0,4.5,5.7,7.0,Moderate
USR00863,19,Male,Student,Married,Instagram,,2,4,Yes,After 30 min,95,5.8,6.8,3.9,6.7,Yes,No,2.7,3.7,3.6,5.1,7.4,7.0,6.4,3.0,7.2,3.8,6.8,Moderate
USR00864,17,Male,Student,Married,YouTube,3.7,3,3,Yes,5-30 min,76,5.4,7.0,2.3,0.6,Yes,No,3.3,4.7,4.4,3.1,,7.9,5.5,2.9,2.6,4.8,8.1,Low
USR00865,44,Female,Freelancer,Single,YouTube,4.8,5,4,No,After 30 min,48,4.5,5.9,4.2,3.9,Yes,No,5.1,0.9,3.2,8.6,9.2,5.1,6.7,7.5,3.8,,9.5,Low
USR00866,20,Non-binary,Unemployed,Married,Instagram,2.8,2,3,Yes,After 30 min,66,7.2,5.1,3.8,3.1,No,Yes,6.8,8.0,4.9,5.3,5.3,7.7,8.2,4.4,3.7,3.4,5.9,Moderate
USR00867,28,Male,Unemployed,In a Relationship,YouTube,7.2,3,2,Yes,Within 5 min,24,3.2,5.9,4.9,6.0,No,No,4.4,5.6,,6.1,0.5,8.8,5.9,4.0,5.3,2.6,6.0,High
USR00868,39,Male,Student,Single,Twitter/X,5.5,4,0,No,5-30 min,62,1.1,3.0,5.2,5.6,No,Yes,7.1,1.3,5.0,7.6,6.5,8.7,9.4,5.4,1.5,5.7,7.0,Moderate
USR00869,15,Female,Freelancer,Single,YouTube,1.4,5,3,Yes,Within 5 min,71,5.7,4.8,2.6,5.7,Yes,No,5.2,1.7,6.9,5.9,7.0,4.9,3.8,8.1,2.7,3.4,6.5,Moderate
USR00870,36,Non-binary,Student,Single,TikTok,3.1,4,1,No,Within 5 min,50,5.9,,1.9,3.6,No,Yes,7.2,4.4,1.0,2.7,4.9,5.8,6.3,3.9,1.8,5.9,6.4,Moderate
USR00871,18,Female,Working Professional,Single,Facebook,,4,5,Yes,Within 5 min,54,2.4,10.0,3.8,8.0,No,Yes,7.1,2.8,7.0,6.6,6.3,7.3,7.5,6.6,0.0,6.3,4.4,Severe
USR00872,26,Non-binary,Working Professional,Single,Instagram,4.4,2,4,Yes,Within 5 min,23,4.9,4.6,5.5,4.7,Yes,No,3.4,5.5,0.8,5.6,2.8,6.1,6.6,6.4,3.0,2.1,7.7,Low
USR00873,30,Male,Working Professional,Single,Instagram,0.5,4,4,No,5-30 min,87,,7.5,7.0,4.8,Yes,Yes,2.6,6.0,6.1,4.2,,7.7,4.6,7.2,3.7,2.9,5.6,High
USR00874,41,Non-binary,Unemployed,Single,Instagram,3.6,1,2,Yes,5-30 min,17,2.7,5.3,,5.1,No,Yes,6.5,4.8,4.8,3.5,4.6,5.8,0.4,6.4,2.1,2.9,5.4,High
USR00875,44,Male,,Single,Facebook,3.3,7,4,No,5-30 min,145,6.8,7.8,6.2,6.1,No,Yes,5.1,7.0,4.0,2.3,6.8,7.1,5.8,4.9,4.9,2.8,4.3,Severe
USR00876,30,Female,Working Professional,Single,Instagram,0.5,2,3,No,5-30 min,72,3.2,8.1,2.8,2.2,Yes,Yes,5.6,4.6,6.2,,4.7,10.0,3.2,2.9,,2.3,8.0,Low
USR00877,19,Non-binary,Working Professional,In a Relationship,TikTok,5.4,4,3,Yes,Within 5 min,86,5.2,6.9,5.2,8.8,Yes,Yes,7.6,6.3,2.3,5.5,7.2,5.5,5.9,10.0,2.3,2.0,4.9,High
USR00878,36,Male,Working Professional,Single,YouTube,,1,11,No,5-30 min,41,8.2,8.1,0.6,4.9,,,8.8,0.0,3.2,4.3,3.6,4.7,7.7,5.7,3.4,5.4,6.0,High
USR00879,29,Female,Student,Single,TikTok,3.2,2,3,Yes,After 30 min,52,,3.8,5.3,6.7,Yes,Yes,4.9,4.5,3.3,4.5,6.2,6.2,4.8,4.3,5.5,2.3,5.5,High
USR00880,42,Female,Student,Married,Instagram,,1,3,No,5-30 min,11,6.4,3.6,2.8,4.1,Yes,Yes,2.1,6.0,2.8,4.7,5.7,6.0,6.2,8.2,2.2,7.9,8.8,Low
USR00881,27,Male,Student,Single,Instagram,3.9,2,6,No,5-30 min,20,5.2,7.4,2.6,3.2,Yes,No,3.7,2.2,6.0,5.2,5.3,6.1,1.1,,1.2,3.4,7.8,Low
USR00882,39,Male,Unemployed,Married,,3.3,2,3,Yes,After 30 min,114,6.7,6.7,7.2,6.3,Yes,Yes,3.4,2.0,5.8,5.6,6.5,6.9,5.9,7.7,2.7,2.5,6.4,High
USR00883,25,Female,Freelancer,In a Relationship,TikTok,4.2,5,3,No,5-30 min,108,3.9,3.5,5.0,4.7,Yes,No,0.3,7.5,4.9,3.3,5.0,4.2,7.1,9.7,1.8,1.3,6.9,Low
USR00884,42,Male,Student,Single,Facebook,5.5,4,4,Yes,Within 5 min,79,5.5,5.2,4.3,3.1,Yes,Yes,7.0,7.2,,,7.5,7.9,1.4,4.4,3.9,1.5,5.6,High
USR00885,15,Female,Unemployed,Single,TikTok,,3,2,No,5-30 min,47,3.6,8.7,2.9,0.0,No,,3.4,3.4,1.8,5.1,5.8,4.9,6.6,5.8,0.0,,7.7,Low
USR00886,36,Male,Student,Married,TikTok,3.6,5,3,No,5-30 min,32,6.8,4.3,8.9,6.4,Yes,No,3.3,6.7,7.1,7.2,8.0,8.4,4.2,5.1,3.8,0.0,7.6,Moderate
USR00887,40,Male,Student,Single,Snapchat,8.4,2,2,No,After 30 min,74,7.9,,8.6,7.4,Yes,Yes,5.6,8.6,1.5,6.1,3.0,6.9,4.6,5.5,3.0,5.0,5.4,High
USR00888,28,Male,Student,Single,TikTok,4.0,3,1,No,5-30 min,5,8.1,6.7,5.1,2.6,Yes,No,4.3,3.8,5.2,4.8,,4.2,6.1,4.7,1.9,4.5,6.5,Moderate
USR00889,18,Female,Working Professional,In a Relationship,Twitter/X,4.5,1,5,Yes,5-30 min,136,4.5,4.9,7.8,5.0,Yes,Yes,6.6,6.0,3.9,2.1,6.3,6.7,4.9,1.3,3.0,2.0,4.1,Severe
USR00890,20,Male,Freelancer,Single,Facebook,5.0,2,3,No,Within 5 min,48,1.0,5.8,3.9,2.6,Yes,No,5.6,4.6,2.9,7.6,5.6,5.9,3.3,7.2,2.3,0.5,8.3,Low
USR00891,15,Male,Freelancer,Single,Instagram,,2,3,No,Within 5 min,118,0.1,8.4,3.9,10.0,No,Yes,3.0,3.5,3.8,3.5,5.8,5.2,4.7,7.1,0.0,2.4,5.4,High
USR00892,28,Female,Student,In a Relationship,TikTok,1.3,2,7,Yes,Within 5 min,122,3.8,2.1,6.8,4.6,Yes,No,8.7,4.3,3.4,5.8,8.1,7.0,6.3,8.0,2.4,1.8,6.4,Moderate
USR00893,32,Male,Student,Single,Snapchat,9.3,4,2,Yes,Within 5 min,57,7.9,3.5,5.3,8.9,No,No,4.5,6.0,4.5,6.5,4.7,5.2,2.4,8.2,2.3,3.3,4.8,Severe
USR00894,25,,Working Professional,In a Relationship,YouTube,4.4,4,5,Yes,5-30 min,74,6.2,1.4,5.6,5.9,No,Yes,5.7,5.7,5.8,6.4,9.3,6.8,3.2,8.5,4.0,1.6,7.0,Moderate
USR00895,22,Male,Student,In a Relationship,Instagram,2.1,2,5,No,Within 5 min,50,4.4,6.1,5.1,6.8,Yes,Yes,6.2,1.5,6.2,3.1,4.9,6.8,3.9,4.7,4.2,6.1,5.5,High
USR00896,38,Female,Freelancer,Single,Instagram,6.2,3,4,No,After 30 min,41,4.2,5.6,2.2,8.0,No,Yes,7.3,5.9,2.3,6.4,6.8,6.5,4.6,7.3,2.7,2.6,7.4,Moderate
USR00897,22,Male,Working Professional,Married,Instagram,3.4,2,6,Yes,Within 5 min,55,5.5,6.5,3.6,0.0,No,No,7.4,1.9,3.9,5.3,3.2,5.7,,5.9,2.6,2.9,6.8,Moderate
USR00898,17,Male,,Single,Snapchat,2.3,2,2,Yes,Within 5 min,28,2.7,6.8,2.8,5.3,Yes,Yes,4.6,7.3,5.3,4.7,3.3,6.0,3.4,3.5,2.6,2.7,6.0,High
USR00899,34,Non-binary,Working Professional,In a Relationship,Instagram,3.2,7,6,Yes,5-30 min,36,10.0,5.0,6.7,4.1,No,Yes,4.1,7.8,4.5,6.6,4.6,4.9,5.1,6.9,0.6,4.7,5.7,High
USR00900,37,Male,Working Professional,In a Relationship,Twitter/X,1.3,5,5,Yes,After 30 min,16,5.9,6.6,6.2,6.4,No,No,9.3,2.8,5.8,5.7,10.0,4.2,7.4,6.2,6.7,3.1,7.6,Low
USR00901,27,Female,Student,Single,YouTube,2.1,2,2,Yes,After 30 min,68,6.0,5.2,4.5,1.8,No,No,2.8,7.4,6.6,7.1,7.1,6.9,9.1,,0.9,4.3,9.3,Low
